ID,Checking Account Balance,Duration of Loan(months),Credit History,Purpose of Loan,Loan Amount,Savings Account Balance,Years in present employment,Installment Rate (% of disposable income),Marital Status,Co-applicant,Guarantor,Years at present Residence,Real Estate,Age,Other Installment plan credit,Housing,Number of Existing Credits,Job,No. Dependants,Foreign National,Repayment_Status
221853926,GHS 0 < ... < GHS 200,12,critical account,Used Car,1860,< GHS 100 DM,unemployed,4,Single,No,No,1< … <=2 years,No,34,No,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
803541509,< GHS 0,12,critical account,New Car,3499,< GHS 100 DM,1 <= ... < 4 years,3,Widowed,Yes,No,1< … <=2 years,Yes,29,No,Renting,2,Skilled employee / official,1,No,Defaulted
683176868,GHS 0 < ... < GHS 200,48,existing credits paid back duly till now,New Car,8487,Unknown/ No savings account,4 <=... < 7 years,1,Widowed,No,No,1< … <=2 years,No,24,No,Renting,1,Skilled employee / official,1,No,Repaid
586317160,< GHS 0,36,delay in paying off in the past,Education,6887,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,2<…<=3 years,No,29,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
706183860,Unknown/No Checking Account,15,existing credits paid back duly till now,Furniture,2800,< GHS 100 DM,< 1 year,2,Single,No,No,2<…<=3 years,No,27,Yes,Renting,2,Unskilled - resident,1,No,Repaid
156624742,Unknown/No Checking Account,18,existing credits paid back duly till now,Furniture,1984,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,>4 years,No,47,Yes,Renting,2,Skilled employee / official,1,No,Repaid
182919103,Unknown/No Checking Account,60,existing credits paid back duly till now,Entertainment set,10144,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,2,Widowed,No,No,>4 years,Yes,21,No,Renting,1,Skilled employee / official,1,No,Repaid
126445372,Unknown/No Checking Account,12,critical account,Entertainment set,1240,Unknown/ No savings account, >= 7 years,4,Widowed,No,No,1< … <=2 years,Yes,38,No,Renting,2,Skilled employee / official,1,No,Repaid
1081572572,Unknown/No Checking Account,27,delay in paying off in the past,Used Car,8613, => GHS 1000 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,No,27,No,Renting,2,Skilled employee / official,1,No,Repaid
1016034046,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,Entertainment set,766,GHS 500<= ... < GHS 1000,1 <= ... < 4 years,4,Single,No,No,2<…<=3 years,Yes,66,No,Renting,1,Unskilled - resident,1,No,Defaulted
448182579,GHS 0 < ... < GHS 200,15,critical account,Entertainment set,2728,Unknown/ No savings account,4 <=... < 7 years,4,Single,No,Yes,1< … <=2 years,Yes,35,Yes,Renting,3,Skilled employee / official,1,No,Repaid
1232638490,>= GHS 200,12,existing credits paid back duly till now,Entertainment set,1881,< GHS 100 DM,1 <= ... < 4 years,2,Widowed,No,No,1< … <=2 years,No,44,No,Own House,1,Unskilled - resident,1,No,Repaid
868025716,>= GHS 200,6,existing credits paid back duly till now,New Car,709, => GHS 1000 DM,< 1 year,2,Married,No,No,1< … <=2 years,Yes,27,No,Renting,1,Unemployed/ Unskilled  - non-resident,1,Yes,Repaid
547182887,GHS 0 < ... < GHS 200,36,existing credits paid back duly till now,Entertainment set,4795,< GHS 100 DM,< 1 year,4,Widowed,No,No,<= 1 year,No,30,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
410366178,< GHS 0,27,existing credits paid back duly till now,Entertainment set,3416,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,No,1< … <=2 years,No,27,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
50887422,< GHS 0,18,existing credits paid back duly till now,Furniture,2462,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,No,22,No,Renting,1,Skilled employee / official,1,No,Defaulted
177626915,Unknown/No Checking Account,21,critical account,Furniture,2288,< GHS 100 DM,< 1 year,4,Widowed,No,No,>4 years,No,23,No,Renting,1,Skilled employee / official,1,No,Repaid
168223102,GHS 0 < ... < GHS 200,48,all credits at this bank paid back duly,Building project,3566,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,4,Single,No,No,1< … <=2 years,No,30,No,Renting,1,Skilled employee / official,1,No,Repaid
598057420,< GHS 0,6,critical account,New Car,860,< GHS 100 DM, >= 7 years,1,Widowed,No,No,>4 years,No,39,No,Renting,2,Skilled employee / official,1,No,Repaid
1056366507,Unknown/No Checking Account,12,critical account,New Car,682,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,4,Widowed,No,No,2<…<=3 years,No,51,No,Renting,2,Skilled employee / official,1,No,Repaid
666203479,< GHS 0,36,critical account,Furniture,5371,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,Yes,1< … <=2 years,No,28,No,Renting,2,Skilled employee / official,1,No,Repaid
117788532,Unknown/No Checking Account,18,critical account,Entertainment set,1582, => GHS 1000 DM, >= 7 years,4,Single,No,No,>4 years,No,46,No,Renting,2,Skilled employee / official,1,No,Repaid
476602226,Unknown/No Checking Account,6,existing credits paid back duly till now,Entertainment set,1346,GHS 100 <= ... <  GHS 500, >= 7 years,2,Single,No,No,>4 years,No,42,Yes,Renting,1,Skilled employee / official,2,No,Repaid
620513696,Unknown/No Checking Account,10,existing credits paid back duly till now,Entertainment set,1924,< GHS 100 DM,1 <= ... < 4 years,1,Single,No,No,>4 years,No,38,No,Renting,1,Skilled employee / official,1,Yes,Repaid
38601602,>= GHS 200,36,existing credits paid back duly till now,Entertainment set,5848,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,<= 1 year,No,24,No,Renting,1,Skilled employee / official,1,No,Repaid
176804426,GHS 0 < ... < GHS 200,24,critical account,Used Car,7758, => GHS 1000 DM, >= 7 years,2,Widowed,No,No,>4 years,No,29,No,Own House,1,Skilled employee / official,1,No,Repaid
724915180,GHS 0 < ... < GHS 200,24,delay in paying off in the past,Building project,6967,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,4,Single,No,No,>4 years,No,36,No,Own House,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
99022290,< GHS 0,12,existing credits paid back duly till now,Furniture,1282,< GHS 100 DM,1 <= ... < 4 years,2,Widowed,No,No,>4 years,No,20,No,Own House,1,Skilled employee / official,1,No,Defaulted
1131859063,< GHS 0,9,critical account,Others,1280,GHS 100 <= ... <  GHS 500, >= 7 years,3,Single,No,Yes,>4 years,Yes,48,No,Renting,2,Skilled employee / official,2,Yes,Repaid
205736925,< GHS 0,12,all credits at this bank paid back duly,Others,339,< GHS 100 DM, >= 7 years,4,Married,No,No,<= 1 year,No,45,Yes,Renting,1,Unskilled - resident,1,No,Repaid
975042980,GHS 0 < ... < GHS 200,24,existing credits paid back duly till now,New Car,3512,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,2,Single,No,No,2<…<=3 years,No,38,Yes,Renting,2,Skilled employee / official,1,No,Repaid
594435729,Unknown/No Checking Account,6,critical account,Entertainment set,1898,Unknown/ No savings account,1 <= ... < 4 years,1,Single,No,No,1< … <=2 years,Yes,34,No,Renting,2,Unskilled - resident,2,No,Repaid
503592957,Unknown/No Checking Account,24,critical account,Entertainment set,2872,GHS 100 <= ... <  GHS 500, >= 7 years,3,Single,No,No,>4 years,Yes,36,No,Renting,1,Skilled employee / official,2,No,Repaid
735423792,Unknown/No Checking Account,18,critical account,New Car,1055,< GHS 100 DM,< 1 year,4,Widowed,No,No,<= 1 year,No,30,No,Renting,2,Skilled employee / official,1,No,Repaid
385114308,Unknown/No Checking Account,15,existing credits paid back duly till now,Others,1262,GHS 500<= ... < GHS 1000,4 <=... < 7 years,4,Single,No,No,2<…<=3 years,No,36,No,Renting,2,Skilled employee / official,1,No,Repaid
1046048297,GHS 0 < ... < GHS 200,10,existing credits paid back duly till now,New Car,7308,< GHS 100 DM,unemployed,2,Single,No,No,>4 years,No,70,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
106968348,Unknown/No Checking Account,36,existing credits paid back duly till now,New Car,909,GHS 500<= ... < GHS 1000, >= 7 years,4,Single,No,No,>4 years,No,36,No,Renting,1,Skilled employee / official,1,No,Repaid
446308295,Unknown/No Checking Account,6,existing credits paid back duly till now,Furniture,2893,GHS 500<= ... < GHS 1000,1 <= ... < 4 years,1,Single,No,No,1< … <=2 years,No,32,No,Renting,1,Skilled employee / official,1,No,Repaid
331099147,< GHS 0,18,existing credits paid back duly till now,Furniture,1131,< GHS 100 DM,unemployed,4,Widowed,No,No,1< … <=2 years,No,33,No,Renting,1,Skilled employee / official,1,No,Defaulted
23795808,GHS 0 < ... < GHS 200,11,existing credits paid back duly till now,Furniture,1577, => GHS 1000 DM,< 1 year,4,Widowed,No,No,<= 1 year,Yes,20,No,Renting,1,Skilled employee / official,1,No,Repaid
33765049,Unknown/No Checking Account,24,existing credits paid back duly till now,Furniture,3972,< GHS 100 DM,4 <=... < 7 years,2,Widowed,No,No,>4 years,No,25,No,Own House,1,Skilled employee / official,1,No,Repaid
707085206,GHS 0 < ... < GHS 200,24,critical account,Building project,1935,< GHS 100 DM, >= 7 years,4,Divorced,No,No,>4 years,Yes,31,No,Renting,2,Skilled employee / official,1,No,Defaulted
934486335,< GHS 0,15,no credits taken,New Car,950,< GHS 100 DM, >= 7 years,4,Single,No,No,2<…<=3 years,No,33,No,Own House,2,Skilled employee / official,2,No,Defaulted
247208163,Unknown/No Checking Account,12,existing credits paid back duly till now,Furniture,763,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,<= 1 year,Yes,26,No,Renting,1,Skilled employee / official,1,No,Repaid
1088371152,GHS 0 < ... < GHS 200,24,delay in paying off in the past,Furniture,2064,< GHS 100 DM,unemployed,3,Widowed,No,No,1< … <=2 years,No,34,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
163196120,GHS 0 < ... < GHS 200,8,existing credits paid back duly till now,Entertainment set,1414,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,Yes,1< … <=2 years,Yes,33,No,Renting,1,Skilled employee / official,1,Yes,Repaid
266438238,< GHS 0,21,delay in paying off in the past,Education,3414,< GHS 100 DM,< 1 year,2,Single,No,No,<= 1 year,No,26,No,Renting,2,Skilled employee / official,1,No,Defaulted
333897336,Unknown/No Checking Account,30,all credits at this bank paid back duly,Used Car,7485,Unknown/ No savings account,unemployed,4,Widowed,No,No,<= 1 year,Yes,53,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
832680187,< GHS 0,12,existing credits paid back duly till now,Furniture,2577,< GHS 100 DM,1 <= ... < 4 years,2,Divorced,No,No,<= 1 year,No,42,No,Renting,1,Skilled employee / official,1,No,Repaid
274276283,< GHS 0,6,critical account,Entertainment set,338,GHS 500<= ... < GHS 1000, >= 7 years,4,Single,No,No,>4 years,No,52,No,Renting,2,Skilled employee / official,1,No,Repaid
1079183377,Unknown/No Checking Account,12,existing credits paid back duly till now,Entertainment set,1963,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,1< … <=2 years,No,31,No,Own House,2,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Repaid
584340835,< GHS 0,21,critical account,New Car,571,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,Yes,65,No,Renting,2,Skilled employee / official,1,No,Repaid
386132014,Unknown/No Checking Account,36,delay in paying off in the past,Building project,9572,< GHS 100 DM,< 1 year,1,Divorced,No,No,<= 1 year,No,28,No,Renting,2,Skilled employee / official,1,No,Defaulted
648361194,GHS 0 < ... < GHS 200,36,delay in paying off in the past,Building project,4455,< GHS 100 DM,1 <= ... < 4 years,2,Divorced,No,No,1< … <=2 years,Yes,30,Yes,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
995280916,< GHS 0,21,all credits at this bank paid back duly,New Car,1647,Unknown/ No savings account,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,40,No,Renting,2,Unskilled - resident,2,No,Defaulted
1136978180,Unknown/No Checking Account,24,critical account,Furniture,3777, => GHS 1000 DM,1 <= ... < 4 years,4,Single,No,No,>4 years,Yes,50,No,Renting,1,Skilled employee / official,1,No,Repaid
265525013,GHS 0 < ... < GHS 200,18,critical account,New Car,884,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,36,Yes,Renting,1,Skilled employee / official,2,No,Defaulted
54576516,Unknown/No Checking Account,15,critical account,Entertainment set,1360,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,31,No,Renting,2,Skilled employee / official,1,No,Repaid
202731856,GHS 0 < ... < GHS 200,9,all credits at this bank paid back duly,Used Car,5129,< GHS 100 DM, >= 7 years,2,Widowed,No,No,>4 years,No,74,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Defaulted
803924610,GHS 0 < ... < GHS 200,16,critical account,New Car,1175,< GHS 100 DM,unemployed,2,Single,No,No,2<…<=3 years,No,68,No,Renting,3,Unemployed/ Unskilled  - non-resident,1,No,Repaid
772007875,< GHS 0,12,existing credits paid back duly till now,Entertainment set,674,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,4,Married,No,No,<= 1 year,No,20,No,Renting,1,Skilled employee / official,1,No,Defaulted
244858882,GHS 0 < ... < GHS 200,18,no credits taken,Furniture,3244,< GHS 100 DM,1 <= ... < 4 years,1,Widowed,No,No,>4 years,No,33,Yes,Renting,2,Skilled employee / official,1,No,Repaid
1008544891,Unknown/No Checking Account,24,existing credits paid back duly till now,Building project,4591, => GHS 1000 DM,1 <= ... < 4 years,2,Single,No,No,2<…<=3 years,No,54,No,Renting,3,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
82762486,GHS 0 < ... < GHS 200,48,no credits taken,Building project,3844,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,4,Single,No,No,>4 years,No,34,No,Renting,1,Unskilled - resident,2,No,Defaulted
1007535921,GHS 0 < ... < GHS 200,27,existing credits paid back duly till now,Building project,3915,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,36,No,Renting,1,Skilled employee / official,2,No,Defaulted
69413342,Unknown/No Checking Account,6,existing credits paid back duly till now,Entertainment set,2108,< GHS 100 DM,4 <=... < 7 years,2,Married,No,No,1< … <=2 years,Yes,29,No,Own House,1,Skilled employee / official,1,No,Repaid
945464861,GHS 0 < ... < GHS 200,45,existing credits paid back duly till now,Entertainment set,3031,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,4,Single,No,Yes,>4 years,No,21,No,Own House,1,Skilled employee / official,1,No,Defaulted
225845214,GHS 0 < ... < GHS 200,9,critical account,Education,1501,< GHS 100 DM, >= 7 years,2,Widowed,No,No,2<…<=3 years,No,34,No,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
867703101,Unknown/No Checking Account,6,critical account,Entertainment set,1382,< GHS 100 DM,1 <= ... < 4 years,1,Widowed,No,No,<= 1 year,No,28,No,Renting,2,Skilled employee / official,1,No,Repaid
1183865442,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,Furniture,951,GHS 100 <= ... <  GHS 500,< 1 year,4,Widowed,No,No,>4 years,No,27,Yes,Own House,4,Skilled employee / official,1,No,Defaulted
79041590,GHS 0 < ... < GHS 200,24,existing credits paid back duly till now,Used Car,2760,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,No,36,Yes,Renting,1,Skilled employee / official,1,No,Repaid
1099654667,GHS 0 < ... < GHS 200,18,delay in paying off in the past,Furniture,4297,< GHS 100 DM, >= 7 years,4,Divorced,No,No,2<…<=3 years,No,35,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
145421393,Unknown/No Checking Account,9,critical account,Education,936,GHS 500<= ... < GHS 1000, >= 7 years,4,Single,No,No,1< … <=2 years,No,52,No,Renting,2,Skilled employee / official,1,No,Repaid
499357854,< GHS 0,12,existing credits paid back duly till now,New Car,1168,< GHS 100 DM,1 <= ... < 4 years,4,Married,No,No,2<…<=3 years,Yes,27,No,Renting,1,Unskilled - resident,1,No,Repaid
285874382,Unknown/No Checking Account,27,delay in paying off in the past,Building project,5117,< GHS 100 DM,4 <=... < 7 years,3,Single,No,No,>4 years,No,26,No,Renting,2,Skilled employee / official,1,No,Repaid
801592359,< GHS 0,12,existing credits paid back duly till now,Others,902,< GHS 100 DM,4 <=... < 7 years,4,Married,No,No,>4 years,No,21,No,Own House,1,Skilled employee / official,1,No,Defaulted
178338600,Unknown/No Checking Account,12,critical account,New Car,1495,< GHS 100 DM, >= 7 years,4,Single,No,No,<= 1 year,Yes,38,No,Renting,2,Unskilled - resident,2,No,Repaid
367849475,< GHS 0,30,critical account,Used Car,10623,< GHS 100 DM, >= 7 years,3,Single,No,No,>4 years,No,38,No,Renting,3,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Repaid
621937808,Unknown/No Checking Account,12,critical account,Furniture,1935,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,Yes,43,No,Renting,3,Skilled employee / official,1,No,Repaid
1071412122,GHS 0 < ... < GHS 200,12,critical account,Others,1424,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,2<…<=3 years,No,26,No,Renting,1,Skilled employee / official,1,No,Repaid
477156530,< GHS 0,24,existing credits paid back duly till now,Building project,6568,< GHS 100 DM,1 <= ... < 4 years,2,Married,No,No,1< … <=2 years,No,21,Yes,Renting,1,Unskilled - resident,1,No,Repaid
115637207,Unknown/No Checking Account,12,existing credits paid back duly till now,Used Car,1413, => GHS 1000 DM,4 <=... < 7 years,3,Single,No,No,1< … <=2 years,No,55,No,Renting,1,Skilled employee / official,1,Yes,Repaid
679438481,Unknown/No Checking Account,9,critical account,Entertainment set,3074,Unknown/ No savings account,1 <= ... < 4 years,1,Single,No,No,1< … <=2 years,Yes,33,No,Renting,2,Skilled employee / official,2,No,Repaid
264451367,Unknown/No Checking Account,36,existing credits paid back duly till now,Entertainment set,3835,Unknown/ No savings account, >= 7 years,2,Widowed,No,No,>4 years,Yes,45,No,Renting,1,Unskilled - resident,1,No,Repaid
193669106,< GHS 0,27,no credits taken,Building project,5293,< GHS 100 DM,unemployed,2,Single,No,No,>4 years,No,50,Yes,Renting,2,Skilled employee / official,1,No,Defaulted
227993006,>= GHS 200,30,delay in paying off in the past,Building project,1908,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,Yes,66,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
